tc,f,df,TS,UL95
54966.16,1.6809999999999998e-07,7.306000000000001e-08,56.647178000000004,False
54967.16,2.338e-07,8.342e-08,74.530097,False
54968.16,2.522e-07,9.223000000000001e-08,67.997652,False
54969.16,5.785e-08,5.388e-08,19.392927,6.129512e-08
54970.16,2.424e-07,7.888e-08,85.159796,False
54971.16,1.544e-07,7.117e-08,36.908504,False
54972.16,3.2130000000000005e-07,8.785e-08,97.094324,False
54973.16,2.131e-07,7.254e-08,71.824956,False
54974.16,2.4329999999999996e-07,9.707000000000001e-08,45.330025,False
54975.16,2.5350000000000004e-07,9.167e-08,57.951476,False
54976.16,3.3909999999999996e-07,9.147e-08,83.39998,False
54977.16,1.938e-07,6.683e-08,68.591351,False
54978.16,1.55e-07,6.807e-08,34.908590000000004,False
54979.16,1.983e-07,8.060000000000001e-08,34.197943,False
54980.16,1.678e-07,6.032e-08,56.43205699999999,False
54981.16,2.9010000000000004e-07,8.542999999999999e-08,62.351279000000005,False
54982.16,9.393000000000001e-08,4.661e-08,36.846311,False
54983.16,1.456e-07,6.858e-08,22.863942,1.369866e-07
54984.16,2.464e-07,7.228e-08,83.22437099999999,False
54985.16,1.998e-07,8.185000000000001e-08,54.268542000000004,False
54986.16,2.678e-07,7.592e-08,89.659761,False
54987.16,3.168e-07,9.506e-08,53.423981999999995,False
54988.16,2.667e-07,8.237e-08,57.552274,False
54989.16,2.309e-07,8.653999999999999e-08,30.237765999999997,False
54990.16,1.677e-07,6.421e-08,65.58400300000001,False
54991.16,1.7670000000000001e-07,7.397e-08,43.577115,False
54992.16,1.804e-07,7.458e-08,38.641958,False
54993.16,3.102e-07,8.319e-08,125.799163,False
54994.16,2.2890000000000002e-07,8.522e-08,53.760208,False
54995.16,2.405e-07,8.356999999999999e-08,63.058583999999996,False
54996.16,1.365e-07,6.809e-08,27.282579,False
54997.16,1.568e-07,8.4e-08,15.813926,8.129697e-08
54998.16,1.0119999999999999e-07,6.644e-08,15.245652,1.117966e-07
54999.16,1.714e-07,7.503e-08,46.378971,False
55000.16,3.0550000000000003e-07,9.590999999999999e-08,62.884792000000004,False
55001.16,8.388999999999999e-08,5.813e-08,25.43821,False
55002.16,3.012e-07,1.0300000000000001e-07,57.807079,False
55003.16,7.535e-08,4.88e-08,21.869351,7.275047e-08
55004.16,9.577999999999999e-08,6.863e-08,12.048681,1.061292e-07
55005.16,1.646e-07,8.41e-08,12.182322000000001,9.098701e-08
55006.16,1.083e-07,5.468e-08,29.210081,False
55007.16,3.9920000000000003e-07,1.1380000000000001e-07,54.059651,False
55008.16,2.545e-07,1.189e-07,25.0072,1.174292e-07
55009.16,1.204e-07,7.923e-08,16.622714000000002,1.457604e-07
55010.16,2.2850000000000001e-07,1.075e-07,23.934037,1.081645e-07
55011.16,1.5630000000000002e-07,8.627e-08,22.971775,1.520045e-07
55012.16,1.505e-07,7.671e-08,29.69345,False
