# mjd,flux,flux err
54989.8994213,0.4501965,0.0089838
55007.8494792,0.4955609,0.0087523
55007.8504167,0.4724612,0.0290281
55010.8412616,0.4789658,0.0269016
55010.8421991,0.4769685,0.0133587
55026.7975000,0.4886403,0.0313664
55026.7984375,0.4846598,0.0127171
55029.7893981,0.4732986,0.0083111
55029.7903241,0.4840298,0.0339583
55032.7811458,0.4829609,0.1134458
55035.7729745,0.4765319,0.0532876
55035.7739005,0.4740436,0.0512978
55038.7649074,0.5278336,0.0213467
55038.7658449,0.4759764,0.0696106
55044.7618287,0.4433622,0.0267887
55047.7432639,0.4625747,0.0171509
55050.7349537,0.4726530,0.0125344
55056.7185995,0.4578088,0.0166114
55059.7103125,0.4664292,0.0144226
55062.7020949,0.4660357,0.0083059
55065.6939352,0.4731566,0.0099367
55068.7162037,0.4494481,0.0199630
55071.7113310,0.4574080,0.0233367
55074.6998843,0.4464365,0.0227997
55077.6885069,0.4636553,0.0243466
55080.6816204,0.4587114,0.0083608
55083.6756134,0.4502482,0.0299006
55086.6685301,0.4551957,0.0105310
55089.6589005,0.4548651,0.0123282
55092.6501042,0.4654904,0.0107120
55095.6430208,0.4521213,0.0136019
55098.6333912,0.4513425,0.0070637
55101.6246296,0.4561314,0.0131846
55107.6094329,0.4523568,0.0171258
55111.6170023,0.4655680,0.0112585
55114.5912500,0.4389270,0.0077061
55131.5407523,0.4004736,0.0204598
55136.5307986,0.4066930,0.0264770
55139.5202199,0.4104254,0.0068766
55142.5107176,0.4127790,0.0123959
55149.5026273,0.4137190,0.0099953
55152.4846875,0.4082676,0.0163119
55155.4765394,0.4116685,0.0072795
55158.4683333,0.4182395,0.0108265
55165.4506829,0.4163663,0.0074619
55168.4566088,0.4264578,0.0072013
55174.4246759,0.4180187,0.0257670
55181.4248264,0.4322770,0.0360108
55184.3973727,0.4328576,0.0114261
55191.3781944,0.4325394,0.0415642
55194.3698958,0.4357139,0.0206342
55198.3590162,0.4360411,0.0200077
55201.3509375,0.4395690,0.0075366
55204.3466088,0.4563948,0.0092946
55207.3267245,0.4416242,0.0387457
55213.3123611,0.4644180,0.0104236
55220.2914005,0.4472465,0.0070575
55226.2817130,0.4747341,0.0095674
55229.2667014,0.4604769,0.0216564
55239.2395255,0.4103774,0.0596909
55242.2358449,0.4596497,0.0383854
55245.2233681,0.4560341,0.0106945
55248.2345370,0.4456503,0.0207215
55251.2146412,0.4377789,0.0093294
55258.1976968,0.4293290,0.0073973
55261.1994676,0.4476686,0.0143752
55272.1455208,0.4607649,0.0197724
55276.1320486,0.4788533,0.0218229
55292.1289120,0.4534454,0.0446388
55307.0737037,0.4542508,0.0069281
55320.0580093,0.4520966,0.0076139
55324.0259259,0.4650933,0.0115751
55336.9930093,0.4686280,0.0446631
55345.9498380,0.5174240,0.0495327
55353.9601620,0.5198851,0.0589811
55356.9328588,0.5069051,0.0276327
55383.8541319,0.4072849,0.0253973
55386.8381481,0.4636519,0.0401940
55389.8320833,0.4438979,0.0082681
55395.8206713,0.4426780,0.0154799
55423.7770833,0.4398391,0.0231522
55428.0147685,0.4314938,0.0088871
55432.0043866,0.4040888,0.0778612
55436.7275000,0.4129494,0.0111369
55444.6996991,0.4101083,0.0302619
55448.6981366,0.4209279,0.0088791
55456.6756019,0.4313486,0.0564359
55460.6697917,0.4279892,0.0323037
55464.6437153,0.4294074,0.0062666
55468.6338079,0.4295603,0.0118799
55495.5591782,0.4587929,0.0097665
55503.5370139,0.4942274,0.0226001
55506.5061227,0.5033609,0.0140836
55518.4727894,0.4962050,0.0377375
55533.4294329,0.4780599,0.0863309
55537.4047222,0.5191952,0.0176732
55578.2858102,0.5384900,0.0210495
55582.2786227,0.5415420,0.0224273
55585.2666204,0.5701243,0.0220943
55601.2285301,0.6039830,0.0150082
55605.2324769,0.6189866,0.0218191
55613.1930208,0.6394100,0.0093141
55616.1821412,0.6259788,0.0088979
55620.1855324,0.6358981,0.0162153
55623.1685069,0.6149796,0.0244014
55632.1454398,0.5929458,0.0204282
55648.1084375,0.5901764,0.0092440
55663.0878704,0.5095833,0.1754921
55666.0670949,0.5740232,0.0198747
55692.9929745,0.5970316,0.0083063
55703.9579167,0.5970000,0.0505190
55705.9550694,0.5779739,0.0140074
55720.9003241,0.5294887,0.0371665
55726.9040046,0.5191706,0.0083117
55730.8803125,0.4922337,0.0099795
55737.8672454,0.4745150,0.0084755
55763.8164468,0.4199827,0.0103200
55779.7789005,0.4177597,0.0207341
55781.7628125,0.4185689,0.0246225
55785.7525810,0.4072307,0.0123906
55788.7534606,0.4221541,0.0086422
55792.7411574,0.4341240,0.0064965
55795.7178125,0.4227559,0.0205506
55802.7258912,0.4408433,0.0103010
55809.7094444,0.4467574,0.0344310
55813.7021991,0.4483801,0.0098739
55820.6671759,0.4469211,0.0065117
55823.6751620,0.4519101,0.0069613
55827.6707523,0.4615955,0.0177600
55830.6634722,0.4556831,0.0196989
55834.6427894,0.4458220,0.0168742
55837.6322454,0.4544307,0.0101982
55848.8802546,0.5438802,0.0312008
55851.8732870,0.4494220,0.0068823
55855.5909028,0.4575848,0.0066309
55858.5848495,0.4589542,0.0075682
55862.5668056,0.4518377,0.0070663
55865.5572801,0.4626779,0.0224019
55872.5369329,0.4750843,0.0089949
55876.5141435,0.4743609,0.0186172
55879.5154745,0.4822670,0.0137485
55883.5143866,0.4761272,0.0142024
55893.4834606,0.4826756,0.0091887
55904.4525231,0.4756721,0.0106821
55907.3973148,0.4744878,0.0083448
55911.3893056,0.4646918,0.0056797
55914.4363310,0.4605069,0.0035581
55921.4217708,0.4700519,0.0143498
55924.3946759,0.4587483,0.0085757
55925.3994907,0.4636341,0.0118678
55928.3296296,0.4654745,0.0048754
55932.3724653,0.4616607,0.0067408
55935.3251736,0.4638183,0.0049216
55939.6106713,0.4479274,0.0043940
55942.2982639,0.4403534,0.0157533
55946.5987731,0.4380675,0.0038341
55956.2581944,0.4488062,0.0040114
55958.5655093,0.4573427,0.0118895
55963.2510185,0.4460862,0.0164046
55967.5432870,0.4563260,0.0160217
55969.2327546,0.4542865,0.0106708
55975.5161111,0.4518314,0.0082284
55978.2112500,0.4723188,0.0138040
55981.5392361,0.4552774,0.0048187
55985.2374306,0.4460370,0.0195184
55995.5011111,0.4492181,0.0074913
56002.4777083,0.4646475,0.0066080
56006.1457755,0.4823984,0.0051647
56009.4606944,0.4426988,0.0083545
56016.4321991,0.4697354,0.0330718
56037.3860532,0.5039259,0.0158097
56048.3231481,0.4912421,0.0069074
56056.3128704,0.5057148,0.0041035
56059.3181944,0.5111600,0.0059436
56145.0820718,0.5938225,0.0288846
56150.7642824,0.6123752,0.0098445
56177.9862037,0.7544918,0.0210155
56185.9732639,0.8655444,0.0257779
56191.9828588,1.0907824,0.0446172
56194.6316782,1.0608784,0.0090244
56197.9416088,0.9687469,0.0407465
56201.6620023,0.9225924,0.0209644
56203.9235185,0.8605556,0.0082404
56207.6081019,0.7790585,0.0118202
56212.8514468,0.7367112,0.0345534
56212.8523843,0.7250173,0.0101035
56213.8887037,0.6304162,0.0144096
56220.6068171,0.7017264,0.0165230
56223.8754514,0.6660484,0.0134615
56230.5889005,0.6602013,0.0088578
56234.8244444,0.6429648,0.0135775
56236.8423843,0.6299084,0.0152136
56250.5099421,0.6335404,0.0094354
56253.7656019,0.6578351,0.0099230
56257.7872685,0.6692907,0.0101166
56265.5065741,0.6496837,0.0151547
56266.4461690,0.6284015,0.0164568
56268.7381944,0.6259472,0.0126339
56272.7280440,0.6570376,0.0093106
56273.7102778,0.6431891,0.0484992
56277.6978472,0.6506390,0.0199761
56280.7144213,0.6700643,0.0113757
56281.6953472,0.6559488,0.0297870
56293.3804745,0.6460806,0.0209054
56303.3374190,0.6654468,0.0163176
56303.3393403,0.6534997,0.0099044
56305.3606481,0.6563331,0.0147088
56312.5835185,0.7006882,0.0179959
56329.2807176,0.6905178,0.0340431
56338.5347801,0.6766881,0.0326078
56340.2278241,0.6419861,0.0155771
56342.5356134,0.6367739,0.0215571
56346.5321991,0.6477997,0.0192498
56353.5270602,0.6449894,0.0169407
56356.1604051,0.6431046,0.0087649
56358.5071065,0.6456314,0.0194129
56363.1538889,0.6619993,0.0116928
56377.4665972,0.6021844,0.0105289
56379.4681250,0.5971620,0.0098511
56382.4197338,0.6003613,0.0351616
56385.0939236,0.5889346,0.0149953
56386.1296644,0.5799898,0.0198947
56389.3989699,0.6041120,0.0161395
56395.1373495,0.6448469,0.0401979
56399.4190856,0.6074567,0.0082205
56400.3659838,0.6239681,0.0110410
56400.3893981,0.6318554,0.0100678
56401.0855903,0.6152473,0.0133388
56401.4131481,0.5987897,0.0179540
56402.0814236,0.6045687,0.0144834
56402.0832870,0.6164003,0.0239609
56402.3652431,0.6010804,0.0226613
56402.3670833,0.6049339,0.0099206
56403.0558681,0.6268108,0.0786582
56403.0577083,0.6108152,0.0128683
56403.3765394,0.6285717,0.0085997
56404.0357176,0.6243206,0.0221423
56404.0375579,0.6332732,0.0165195
56404.3573264,0.6325949,0.0119984
56406.3904861,0.6133965,0.0132598
56406.3914236,0.6268234,0.0118403
56406.3923611,0.6272031,0.0095840
56407.3475231,0.6169986,0.0105329
56407.3484722,0.6110721,0.0304256
56407.3494213,0.6085172,0.0087667
56408.0762500,0.6278338,0.0388618
56408.3668287,0.6115228,0.0091128
56408.3677662,0.6090549,0.0171907
56409.3452431,0.6132664,0.0132588
56410.0419213,0.6326945,0.0088451
56410.0428819,0.6318846,0.0181261
56410.3543056,0.6326602,0.0120544
56410.3552431,0.6225082,0.0098420
56411.0511806,0.6091144,0.0134963
56411.0521528,0.6187915,0.0234871
56411.3773380,0.6241754,0.0123039
56411.3782755,0.6335403,0.0134607
56414.0420718,0.6410142,0.0234283
56414.0430324,0.6256713,0.0204875
56414.3616667,0.6156711,0.0139897
56416.3813079,0.6233660,0.0098807
56416.3822338,0.6196744,0.0089674
56417.3306597,0.6132478,0.0232740
56417.3324884,0.6258853,0.0217036
56417.3334259,0.6241574,0.0181129
56421.3131134,0.6403648,0.0234386
56421.3149537,0.6650593,0.0807974
56421.3159028,0.6326341,0.0618078
56423.9454861,0.6512601,0.0328727
56423.9473148,0.6620909,0.0346903
56423.9482523,0.6562349,0.0143812
56424.2586921,0.6587751,0.0181282
56424.2759144,0.6486378,0.0135595
56424.2768866,0.6529250,0.0203193
56425.0014468,0.6643733,0.0607390
56430.2807755,0.6849922,0.0106109
56430.2826042,0.6905231,0.0045641
56430.2835417,0.6848857,0.0179685
56431.3134259,0.6949893,0.0300343
56433.2844213,0.6735361,0.0118058
56434.2608565,0.6816173,0.0107323
56434.2626968,0.6901468,0.0057528
56434.2636458,0.6881055,0.0089956
56436.2808333,0.6833879,0.0071880
56436.2826620,0.6842763,0.0183185
56436.2835995,0.6837746,0.0230666
56437.2941088,0.6712895,0.0055910
56437.2959259,0.6857311,0.0147220
56437.2968634,0.6941503,0.0194232
56438.2500231,0.7001601,0.0099181
56439.2626852,0.7011640,0.0187096
56439.2645139,0.7000966,0.0108832
56439.2654630,0.6927464,0.0094263
56442.2945949,0.7084960,0.0144988
56442.2964236,0.6982568,0.0198057
56442.2973611,0.6932092,0.0077783
56445.2655556,0.7234394,0.0142266
56446.2245486,0.7200155,0.0106940
56447.2471065,0.6984755,0.0333931
56447.2489468,0.7116134,0.0063247
56447.2498843,0.6981294,0.0269646
56449.2381829,0.7285518,0.0101557
56449.2400347,0.7091892,0.0129381
56449.2409838,0.7091180,0.0222101
56451.2642245,0.7320581,0.0095269
56451.2660532,0.7215906,0.0166560
56455.2696759,0.7167192,0.0305778
56455.2715046,0.7311154,0.0482466
56457.2197917,0.7626813,0.0146541
56458.2485995,0.7559784,0.0185204
56458.2504282,0.7602008,0.0218989
56459.2007870,0.7588469,0.0266071
56460.2158565,0.7510484,0.0222932
56460.2176968,0.7637395,0.0236220
56461.2448148,0.7658527,0.0232346
56466.1956019,0.7314881,0.0109203
56469.1942940,0.7318163,0.0301615
56470.2328935,0.7232740,0.0068953
56470.2347222,0.7158057,0.0074722
56471.1927894,0.7165208,0.0334772
56472.2154398,0.7335118,0.0303662
56472.2172685,0.7445012,0.0097141
56476.2127662,0.7135231,0.0090446
56476.2145949,0.7434342,0.0066993
56480.1651505,0.7122872,0.0125263
56482.1981597,0.7323873,0.0125309
56483.1647917,0.7204180,0.0408524
56483.1666204,0.7365844,0.0242339
56487.1433218,0.7319158,0.0209508
56489.1782639,0.7073726,0.0328213
56506.0945023,0.7521560,0.0320254
56506.0963310,0.7457349,0.0163111
56510.7769792,0.6929857,0.0057273
56510.7788426,0.6885036,0.0134387
56511.7812384,0.6739222,0.0258274
56511.7831019,0.7014070,0.0269223
56522.0659838,0.6312496,0.0137022
56542.0230556,0.6566906,0.0281505
56545.0058912,0.6875638,0.0110044
56553.9635532,0.6641078,0.0128956
56554.6645949,0.6562561,0.0157795
56562.9153241,0.6623570,0.0187093
56564.6193750,0.7008203,0.0761847
56570.6161921,0.7002812,0.0097403
56573.8925579,0.6887588,0.0175920
56583.8799769,0.6712291,0.0258340
56587.8408102,0.6763122,0.0112619
56602.8109954,0.6547047,0.0090582
56604.8157639,0.6534439,0.0181438
56607.5121412,0.6428873,0.0101087
56612.5514931,0.6190928,0.0138836
56615.8124653,0.6025341,0.0712431
56620.7317708,0.7014960,0.1151020
56626.7919213,0.6313291,0.0194383
56641.7129514,0.6402348,0.0304463
56648.6906713,0.6360537,0.0112813
56650.4081597,0.6372581,0.0163972
56653.3869792,0.6096849,0.0264591
56657.6748727,0.6262933,0.0085241
56669.3145833,0.5648044,0.0287641
56673.3278819,0.5812142,0.1425385
56677.2949190,0.5539236,0.0161427
56686.2821875,0.5499717,0.0137015
56692.2626736,0.5598141,0.0109823
56695.2650926,0.5501173,0.0141009
56701.2412500,0.5198433,0.0242692
56703.5891667,0.5100985,0.0095358
56705.2107755,0.5170821,0.0076499
56710.2526505,0.5057542,0.0078566
56713.5294213,0.5132240,0.0112912
56732.4700000,0.5244749,0.0080921
56735.4469560,0.5166299,0.0182859
56737.4799421,0.5363573,0.0214637
56740.1512616,0.5439670,0.0129846
56749.4101736,0.5481541,0.0184144
56757.0992361,0.5679877,0.0274215
56763.4058912,0.5644933,0.0155766
56777.3745486,0.5341654,0.0154063
56777.3754977,0.5270459,0.0268389
56778.2907523,0.5153943,0.0222737
56778.2917245,0.5236548,0.0077063
56778.3795718,0.5330994,0.0093821
56778.3805093,0.5137336,0.0078778
56779.3709491,0.5319071,0.0205083
56781.3623495,0.5098961,0.0126232
56781.3632870,0.5149539,0.0075487
56785.3094213,0.5147524,0.0138169
56832.1592593,0.4941761,0.0142758
56841.1846528,0.5193093,0.0179998
56843.1971528,0.4831542,0.0209427
56878.0944560,0.6306931,0.0087930
56904.6372338,0.7513970,0.0121309
56904.6390856,0.7773945,0.0815486
56904.6400231,0.7824583,0.0163937
56904.6409606,0.8227393,0.0710508
56905.0153241,0.7433034,0.0468606
56909.6851389,0.6964081,0.0103245
56909.6870255,0.7375755,0.0378592
56909.6879745,0.6972354,0.0170458
56910.7124074,0.7233018,0.0083541
56910.7143171,0.7265624,0.0135427
56910.7152894,0.7297808,0.0129406
56911.9933796,0.7100329,0.0198747
56915.7119097,0.6745222,0.0081694
56915.7138426,0.6631934,0.0114217
56915.7148264,0.6730744,0.0162682
56951.9011227,0.5699407,0.0210799
56973.8242824,0.6184522,0.0238640
56978.8192708,0.6242943,0.0183839
56982.8070370,0.6375730,0.0269223
56988.7907639,0.6333499,0.0114241
57001.7537037,0.6279212,0.0339824
57038.6425347,0.6345477,0.0132373
57042.6442361,0.5952136,0.0168437
57048.6147801,0.5991021,0.0125526
57066.2849653,0.6306366,0.0539669
57081.5259491,0.5824587,0.0155322
57087.5130093,0.5746661,0.0211757
57096.5036111,0.5507315,0.0121763
57102.4864236,0.5450461,0.0111467
57108.4659375,0.5504279,0.0145264
57124.4062269,0.5587534,0.0103461
57145.3278241,0.6131387,0.0296535
57199.1978356,0.5276611,0.0080022
57219.1677894,0.5181939,0.0040561
57250.0582176,0.7218854,0.0518343
57256.7321991,0.5877630,0.0090340
57260.7253356,0.6048830,0.0215344
57263.7150347,0.6248858,0.0240513
57282.6474421,0.6177543,0.0511939
57283.9624653,0.6274814,0.0128251
57285.9530093,0.6136746,0.0485907
57295.8743634,0.5597013,0.0221321
57317.5285648,0.5655908,0.0095880
57319.5621065,0.5662476,0.0200978
57356.4233796,0.5418200,0.0198767
57356.4285648,0.5373988,0.0085626
57365.3917477,0.5192673,0.0136645
57365.3969329,0.5172840,0.0051154
57369.3800463,0.5047645,0.0049756
57369.3852431,0.5045906,0.0063952
57380.3949537,0.5216926,0.0067641
57382.4045602,0.5308961,0.0060416
57387.6962847,0.5262838,0.0059997
57397.3328241,0.4857188,0.0720466
57401.3351157,0.4836297,0.0109034
57432.2184259,0.5774727,0.0140213
57434.2389468,0.5909595,0.0091589
57437.2245949,0.5840278,0.0069033
57464.4382986,0.5789818,0.0051753
57466.4200116,0.5704566,0.0072878
57469.4353125,0.5903527,0.0247089
57475.1047801,0.5892620,0.0220697
57520.0012847,0.5545863,0.0060351
57552.2137037,0.5737338,0.0121337
57554.2354514,0.5596379,0.0071046
57574.1367593,0.5411310,0.0112305
57588.1320949,0.5236829,0.0058025
57589.1144097,0.5315755,0.0043221
57592.7954977,0.5125279,0.0042725
57595.8009606,0.5326196,0.0050078
57598.7791088,0.5057573,0.0074129
57602.7749074,0.5264435,0.0118924
57612.7316088,0.4954043,0.0044187
57625.6903125,0.5086210,0.0064445
57628.9885648,0.4942405,0.0066656
57635.9792593,0.5199734,0.0131753
57645.6443750,0.5147826,0.0046037
57652.6106019,0.5539323,0.0116971
57657.6226273,0.5373675,0.0044996
57661.6235532,0.5427154,0.0094188
57669.9058912,0.5457562,0.0068533
57682.8657176,0.5229458,0.0062352
57696.8415625,0.5396695,0.0066610
57701.7881944,0.5206986,0.0077663
57705.7572917,0.5204223,0.0061005
57712.4463773,0.5157371,0.0185027
57717.4520255,0.4929562,0.0052967
57722.4425231,0.4888954,0.0063070
57730.6838657,0.4851667,0.0263528
57740.7176042,0.4703653,0.0076837
57749.3661458,0.4551784,0.0053160
57752.3669676,0.4846052,0.0074170
57756.3928009,0.4551145,0.0191400
57759.6045486,0.4480847,0.0056739
57767.6332639,0.5044769,0.0055112
57783.2988542,0.4947842,0.0078079
57811.5164236,0.4908171,0.0110979
57814.2199884,0.4947888,0.0076416
57858.0635069,0.4697676,0.0043351
57862.4014236,0.4676297,0.0056805
57866.3460185,0.4419734,0.0040244
57876.0153588,0.4663695,0.0189312
57878.0320718,0.4617652,0.0112745
57892.9581250,0.4406879,0.0061803
57896.3038310,0.4500183,0.0059137
57902.9717014,0.4422747,0.0069879
57907.2084028,0.4146235,0.0040854
57918.8911574,0.4312149,0.0106220
57948.8115972,0.4391269,0.0335578
57950.8348611,0.4351517,0.0042749
57989.0179861,0.4452799,0.0156220
57994.7066551,0.4298844,0.0180890
58023.6330903,0.4249095,0.0073043
58028.5974769,0.4345200,0.0062964
58040.8390972,0.4525782,0.0087843
58041.8699884,0.4431645,0.0082127
58057.5161690,0.4376570,0.0044935
58066.5086921,0.4202912,0.0050063
58071.4962384,0.4307757,0.0276555
58073.4938079,0.4264924,0.0055737
58076.8032176,0.4269036,0.0060369
58081.7242130,0.4357661,0.0184998
58087.4448032,0.4272712,0.0060275
58097.4088889,0.4145235,0.0111195
58109.6842130,0.4218155,0.0078846
58130.5967014,0.4180707,0.0097923
58132.3069792,0.4271844,0.0034992
58135.3203704,0.4289110,0.0174325
58144.3056019,0.4323087,0.0046853
58147.5749190,0.4342860,0.0080780
58149.2826157,0.4243746,0.0213463
58152.5810301,0.4468124,0.0046498
58156.2526042,0.4276061,0.0093783
58165.5333565,0.4137460,0.0037769
58167.2413310,0.4054089,0.0051577
58172.2067361,0.4186805,0.0037620
58175.1968171,0.4240684,0.0174750
58213.1171991,0.4331071,0.0099128
